brand,title,url,autoship_price,price,old_price,rating
IV Set,"
        
          
          
          
            ,
            Primary IV Set, Macrobore Prepierced Y-Site 80-in, 15 Drops per mL
          
        
      ",https://www.chewy.com/primary-iv-set-macrobore-prepierced-y/dp/204479,"
              $4.70
            ","
              $4.95
            ","
							
						",8
Advantage Multi,"
        
          
          
          
            ,
             Topical Solution for Dogs, 9.1-20 lbs, 6 treatments (Teal Box)
          
        
      ",https://www.chewy.com/advantage-multi-topical-solution-dogs/dp/173159,"
              $107.49
            ","
              $113.15
            ","
							
                $127.74
              
						",36
Clomicalm,"
        
          
          
          
            ,
             (Clomipramine HCl) Tablets for Dogs, 80-mg, 1 tablet
          
        
      ",https://www.chewy.com/clomicalm-clomipramine-hcl-tablets/dp/172958,"
              $2.44
            ","
              $2.57
            ","
							
						",37
Simparica Trio,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 5.6-11.0 lb, 6 treatments (Purple Box)
          
        
      ",https://www.chewy.com/simparica-trio-chewable-tablets-dogs/dp/251345,"
              $125.31
            ","
              $131.91
            ","
							
						",11
Heartgard,"
        
          
          
          
            ,
             Chewables for Cats, 5-15 lbs, 6 treatments (Purple Box)
          
        
      ",https://www.chewy.com/heartgard-chewables-cats-5-15-lbs-6/dp/173228,"
              $37.99
            ","
              $39.99
            ","
							
						",42
Ketoconazole,"
        
          
          
          
            ,
             (Generic) Tablets, 200-mg, 1 tablet
          
        
      ",https://www.chewy.com/ketoconazole-generic-tablets-200-mg-1/dp/173584,"
              $0.89
            ","
              $0.94
            ","
							
						",
Doxycycline,"
        
          
          
          
            ,
             Hyclate (Generic) Tablets, 100-mg, 1 tablet
          
        
      ",https://www.chewy.com/doxycycline-hyclate-generic-tablets/dp/173488,"
              $0.19
            ","
              $0.20
            ","
							
						",14
Gentamicin,"
        
          
          
          
            ,
             / Betamethasone (Generic) Topical Spray for Dogs, 60-mL
          
        
      ",https://www.chewy.com/gentamicin-betamethasone-generic/dp/173546,"
              $7.12
            ","
              $7.49
            ","
							
						",47
Interceptor,"
        
          
          
          
            ,
             Tablets for Dogs 11-25 lbs & Cats 1.5-6 lbs, 6 treatments (Green Box)
          
        
      ",https://www.chewy.com/interceptor-tablets-dogs-11-25-lbs/dp/172989,"
              $38.94
            ","
              $40.99
            ","
							
						",17
Dorzolamide,"
        
          
          
          
            ,
             HCL (Generic) Ophthalmic Solution 2%, 10-mL
          
        
      ",https://www.chewy.com/dorzolamide-hcl-generic-ophthalmic/dp/204698,"
              $19.47
            ","
              $20.49
            ","
							
						",7
Neo-Poly-Dex,"
        
          
          
          
            ,
             (Generic) Ophthalmic Suspension, 5-mL
          
        
      ",https://www.chewy.com/neo-poly-dex-generic-ophthalmic/dp/173654,"
              $18.99
            ","
              $19.99
            ","
							
						",1
Simparica Trio,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 88.1-132.0 lb, 6 treatments (Brown Box)
          
        
      ",https://www.chewy.com/simparica-trio-chewable-tablets-dogs/dp/251437,"
              $144.30
            ","
              $151.90
            ","
							
						",9
Hydroxyzine,"
        
          
          
          
            ,
             HCl (Generic) Tablets, 50-mg, 1 tablet
          
        
      ",https://www.chewy.com/hydroxyzine-hcl-generic-tablets-50-mg/dp/173561,"
              $0.19
            ","
              $0.20
            ","
							
						",3
Zycortal,"
        
          
          
          
            ,
             Injectable Suspension for Dogs, 4-mL
          
        
      ",https://www.chewy.com/zycortal-injectable-suspension-dogs-4/dp/208449,,"
              $145.00
            ","
							
						",6
Neo-Poly-Bac,"
        
          
          
          
            ,
             (Generic) Ophthalmic Ointment for Dogs & Cats, 3.5-g
          
        
      ",https://www.chewy.com/neo-poly-bac-generic-ophthalmic/dp/173399,"
              $10.44
            ","
              $10.99
            ","
							
						",24
Cyclosporine,"
        
          
          
          
            ,
             (Generic) Modified Capsules for Dogs, 100-mg, 1 capsule
          
        
      ",https://www.chewy.com/cyclosporine-generic-modified/dp/173456,"
              $2.47
            ","
              $2.60
            ","
							
						",13
Meloxicam,"
        
          
          
          
            ,
             (Generic) Tablets for Dogs, 7.5-mg, 1 tablet
          
        
      ",https://www.chewy.com/meloxicam-generic-tablets-dogs-75-mg/dp/173236,"
              $0.06
            ","
              $0.06
            ","
							
						",26
Dexamethasone,"
        
          
          
          
            ,
             (Generic) Ophthalmic Solution, 5-mL
          
        
      ",https://www.chewy.com/dexamethasone-generic-ophthalmic/dp/173460,"
              $28.49
            ","
              $29.99
            ","
							
						",
Salix,"
        
          
          
          
            ,
             (Furosemide) Tablets for Dogs & Cats, 12.5-mg, 1 tablet
          
        
      ",https://www.chewy.com/salix-furosemide-tablets-dogs-cats/dp/172937,,"
              $0.23
            ","
							
						",7
Iverhart Plus,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 51-100 lbs, 6 treatments (Brown Box)
          
        
      ",https://www.chewy.com/iverhart-plus-chewable-tablets-dogs/dp/173305,"
              $40.63
            ","
              $42.77
            ","
							
						",15
Selegiline,"
        
          
          
          
            ,
             HCl (Generic) Capsules for Dogs, 5-mg, 60 capsules
          
        
      ",https://www.chewy.com/selegiline-hcl-generic-capsules-dogs/dp/173723,"
              $54.62
            ","
              $57.50
            ","
							
						",17
Profender,"
        
          
          
          
            ,
             Topical Solution for Cats, 5.5-11 lbs, 1 treatment (Orange Box)
          
        
      ",https://www.chewy.com/profender-topical-solution-cats-55-11/dp/173197,"
              $10.35
            ","
              $10.90
            ","
							
						",21
Mirataz,"
        
          
          
          
            ,
             (mirtazapine transdermal ointment) for Cats, 5-g tube
          
        
      ",https://www.chewy.com/mirataz-mirtazapine-transdermal/dp/206276,"
              $36.10
            ","
              $38.00
            ","
							
						",36
Entyce,"
        
          
          
          
            ,
             Oral Solution for Dogs, 30-mL
          
        
      ",https://www.chewy.com/entyce-oral-solution-dogs-30-ml/dp/203318,"
              $59.39
            ","
              $62.52
            ","
							
						",41
AlphaTRAK,"
        
          
          
          
            ,
             28 Gauge Sterile Lancets for Dogs & Cats, 100 count
          
        
      ",https://www.chewy.com/alphatrak-28-gauge-sterile-lancets/dp/173366,,"
              $15.50
            ","
							
						",9
UltiCare,"
        
          
          
          
            ,
             Insulin Syringes U-100 31 G x 5/16-in 1/2 Unit Markings, 0.3-cc, 60 count
          
        
      ",https://www.chewy.com/ulticare-insulin-syringes-u-100-31-g/dp/206405,"
              $14.15
            ","
              $14.90
            ","
							
						",8
Amantadine,"
        
          
          
          
            ,
             HCl (Generic) Capsules, 100-mg, 1 capsule
          
        
      ",https://www.chewy.com/amantadine-hcl-generic-capsules-100/dp/173368,"
              $0.21
            ","
              $0.22
            ","
							
						",2
Jorvet,"
        
          
          
          
            ,
             Infusion Set 72-in, 20 Drops per mL, 1 count
          
        
      ",https://www.chewy.com/jorvet-infusion-set-72-in-20-drops/dp/204475,"
              $4.89
            ","
              $5.15
            ","
							
						",15
Iverhart Plus,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 1-25 lbs, 6 treatments (Blue Box)
          
        
      ",https://www.chewy.com/iverhart-plus-chewable-tablets-dogs-1/dp/173301,"
              $23.38
            ","
              $24.61
            ","
							
						",24
Rimadyl,"
        
          
          
          
            ,
             (Carprofen) Caplets for Dogs, 25-mg, 1 caplet
          
        
      ",https://www.chewy.com/rimadyl-carprofen-caplets-dogs-25-mg/dp/173110,"
              $1.08
            ","
              $1.14
            ","
							
						",27
Metacam,"
        
          
          
          
            ,
             (Meloxicam) Oral Suspension for Dogs, 0.5 mg/mL, 15-mL
          
        
      ",https://www.chewy.com/metacam-meloxicam-oral-suspension/dp/173240,"
              $36.85
            ","
              $38.79
            ","
							
						",55
Enrofloxacin,"
        
          
          
          
            ,
             (Generic) Chewable Tablets for Dogs & Cats, 136-mg, 1 tablet
          
        
      ",https://www.chewy.com/enrofloxacin-generic-chewable-tablets/dp/173497,"
              $2.18
            ","
              $2.29
            ","
							
						",13
Lixit,"
        
          
          
          
            ,
             Pill Popper, Purple
          
        
      ",https://www.chewy.com/lixit-pill-popper-purple/dp/136745,,"
              $3.63
            ","
							
						",240
UltiCare,"
        
          
          
          
            ,
             UltiGuard Safe Pack Insulin Syringes U-100 29 Gauge x 0.5-in, 0.3-cc, 100 count
          
        
      ",https://www.chewy.com/ulticare-ultiguard-safe-pack-insulin/dp/173572,"
              $21.84
            ","
              $22.99
            ","
							
						",39
Itrafungol,"
        
          
          
          
            ,
             Oral Solution for Cats, 10 mg/mL, 52-mL
          
        
      ",https://www.chewy.com/itrafungol-oral-solution-cats-10-mgml/dp/172995,"
              $50.82
            ","
              $53.49
            ","
							
						",12
Comfortis,"
        
          
          
          
            ,
             Chewable Tablets for Dogs 20.1-40 lbs & Cats 12.1 -24.1 lbs, 6 treatments (Green Box)
          
        
      ",https://www.chewy.com/comfortis-chewable-tablets-dogs-201/dp/172964,"
              $100.69
            ","
              $105.99
            ","
							
						",47
Clavamox,"
        
          
          
          
            ,
             (Amoxicillin / Clavulanate Potassium) Oral Suspension for Dogs & Cats, 15-mL
          
        
      ",https://www.chewy.com/clavamox-amoxicillin-clavulanate/dp/173059,,"
              $25.27
            ","
							
						",16
Profender,"
        
          
          
          
            ,
             Topical Solution for Cats, 11-17.6 lbs, 1 treatment (Purple Box)
          
        
      ",https://www.chewy.com/profender-topical-solution-cats-11/dp/173199,"
              $12.53
            ","
              $13.19
            ","
							
						",18
Drontal,"
        
          
          
          
            ,
             Tablets for Cats, 2-16 lbs, 1 tablet
          
        
      ",https://www.chewy.com/drontal-tablets-cats-2-16-lbs-1/dp/173181,"
              $4.04
            ","
              $4.25
            ","
							
						",16
Iverhart Max,"
        
          
          
          
            ,
             Soft Chew 50.1-100 lbs, 6 treatment (Brown Box)
          
        
      ",https://www.chewy.com/iverhart-max-soft-chew-501-100-lbs-6/dp/181630,"
              $50.06
            ","
              $52.69
            ","
							
						",21
Cefpodoxime,"
        
          
          
          
            ,
             Proxetil (Generic) Tablets for Dogs, 200-mg, 1 tablet
          
        
      ",https://www.chewy.com/cefpodoxime-proxetil-generic-tablets/dp/173420,"
              $1.42
            ","
              $1.50
            ","
							
						",16
Tobramycin,"
        
          
          
          
            ,
             (Generic) Ophthalmic Solution 0.3%, 5-mL
          
        
      ",https://www.chewy.com/tobramycin-generic-ophthalmic/dp/173759,"
              $9.80
            ","
              $10.32
            ","
							
						",6
Sharps Container,"
        
          
          
          
            ,
            , 1-gal
          
        
      ",https://www.chewy.com/sharps-container-1-gal/dp/173726,,"
              $6.29
            ","
							
						",23
Mometamax,"
        
          
          
          
            ,
             (Gentamicin / Mometasone / Clotrimazole) Otic Suspension for Dogs, 15-g
          
        
      ",https://www.chewy.com/mometamax-gentamicin-mometasone/dp/172916,,"
              $40.40
            ","
							
						",47
Medline,"
        
          
          
          
            ,
             Pill Splitter
          
        
      ",https://www.chewy.com/medline-pill-splitter/dp/184935,"
              $4.27
            ","
              $4.49
            ","
							
                $5.49
              
						",60
Methocarbamol,"
        
          
          
          
            ,
             (Generic) Tablets for Dogs & Cats, 500-mg, 1 tablet
          
        
      ",https://www.chewy.com/methocarbamol-generic-tablets-dogs/dp/173633,"
              $0.11
            ","
              $0.12
            ","
							
						",10
Bravecto,"
        
          
          
          
            ,
             Topical Solution for Dogs, 44-88 lbs, 1 treatment (Blue Box)
          
        
      ",https://www.chewy.com/bravecto-topical-solution-dogs-44-88/dp/172899,,"
              $50.47
            ","
							
                $64.50
              
						",17
Percorten-V,"
        
          
          
          
            ,
             for Dogs, 25 mg/mL Vial
          
        
      ",https://www.chewy.com/percorten-v-dogs-25-mgml-vial/dp/180449,"
              $186.19
            ","
              $195.99
            ","
							
						",5
Revolution,"
        
          
          
          
            ,
             Topical Solution for Cats, 15.1-22 lbs, 6 treatments (Taupe Box)
          
        
      ",https://www.chewy.com/revolution-topical-solution-cats-151/dp/173102,"
              $118.39
            ","
              $124.62
            ","
							
						",54
Sentinel Spectrum,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 2-8 lbs, 6 treatments (Orange Box)
          
        
      ",https://www.chewy.com/sentinel-spectrum-chewable-tablets/dp/173283,"
              $48.79
            ","
              $51.36
            ","
							
						",20
Onsior,"
        
          
          
          
            ,
             Tablets for Cats, 6-mg, 3 tablets
          
        
      ",https://www.chewy.com/onsior-tablets-cats-6-mg-3-tablets/dp/172997,"
              $10.37
            ","
              $10.92
            ","
							
						",20
Baxter,"
        
          
          
          
            ,
             Interlink System Solution Set with Y Injection 76-in, 10 Drops per mL
          
        
      ",https://www.chewy.com/baxter-interlink-system-solution-set/dp/183935,"
              $5.69
            ","
              $5.99
            ","
							
						",16
Vetivex,"
        
          
          
          
            ,
             Sodium Chloride Injection Solution 0.9%, USP for Dogs, Cats & Horses, 1000-mL
          
        
      ",https://www.chewy.com/vetivex-sodium-chloride-injection/dp/173728,"
              $7.97
            ","
              $8.39
            ","
							
						",2
Bravecto,"
        
          
          
          
            ,
             Topical Solution for Dogs, 9.9-22 lbs, 1 treatment (Orange Box)
          
        
      ",https://www.chewy.com/bravecto-topical-solution-dogs-99-22/dp/172895,,"
              $50.47
            ","
							
                $64.50
              
						",16
Revolution,"
        
          
          
          
            ,
             Topical Solution for Dogs, 86-130 lbs, 6 treatments (Plum Box)
          
        
      ",https://www.chewy.com/revolution-topical-solution-dogs-86/dp/173096,"
              $145.26
            ","
              $152.91
            ","
							
						",22
Advantage Multi,"
        
          
          
          
            ,
             Topical Solution for Cats, 5.1-9 lbs & Ferrets, 6 treatments (Orange Box)
          
        
      ",https://www.chewy.com/advantage-multi-topical-solution-cats/dp/173153,"
              $96.41
            ","
              $101.48
            ","
							
                $118.74
              
						",16
Atenolol,"
        
          
          
          
            ,
             (Generic) Tablets, 25-mg, 1 tablet
          
        
      ",https://www.chewy.com/atenolol-generic-tablets-25-mg-1/dp/173388,"
              $0.11
            ","
              $0.12
            ","
							
						",
Cephalexin,"
        
          
          
          
            ,
             (Generic) Capsules for Dogs, 500-mg, 1 capsule
          
        
      ",https://www.chewy.com/cephalexin-generic-capsules-dogs-500/dp/173423,"
              $0.22
            ","
              $0.23
            ","
							
						",8
Mirtazapine,"
        
          
          
          
            ,
             (Generic) Tablets, 15-mg, 1 tablet
          
        
      ",https://www.chewy.com/mirtazapine-generic-tablets-15-mg-1/dp/173649,"
              $0.12
            ","
              $0.13
            ","
							
						",3
Revolution Plus,"
        
          
          
          
            ,
             Topical Solution for Cats, 2.8-5.5 lbs, 3 treatment (Gold Box)
          
        
      ",https://www.chewy.com/revolution-plus-topical-solution-cats/dp/185726,"
              $51.17
            ","
              $53.86
            ","
							
						",13
Iverhart Plus,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 26-50 lbs, 6 treatments (Green Box)
          
        
      ",https://www.chewy.com/iverhart-plus-chewable-tablets-dogs/dp/173303,"
              $31.33
            ","
              $32.98
            ","
							
						",16
Sucralfate,"
        
          
          
          
            ,
             (Generic) Tablets, 1-g, 1 tablet
          
        
      ",https://www.chewy.com/sucralfate-generic-tablets-1-g-1/dp/173738,"
              $0.22
            ","
              $0.23
            ","
							
						",1
Creative Science,"
        
          
          
          
            ,
             Cough Tablets for Dogs & Cats, 1 tablet
          
        
      ",https://www.chewy.com/creative-science-cough-tablets-dogs/dp/173609,"
              $0.15
            ","
              $0.16
            ","
							
						",4
Interceptor,"
        
          
          
          
            ,
             Tablets for Dogs, 2-10 lbs, 6 treatments (Brown Box)
          
        
      ",https://www.chewy.com/interceptor-tablets-dogs-2-10-lbs-6/dp/172987,"
              $37.99
            ","
              $39.99
            ","
							
						",16
Amitriptyline,"
        
          
          
          
            ,
             HCl (Generic) Tablets, 10-mg, 1 tablet
          
        
      ",https://www.chewy.com/amitriptyline-hcl-generic-tablets-10/dp/173370,"
              $0.11
            ","
              $0.12
            ","
							
						",
Comfortis,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 60.1-120 lbs, 6 treatments (Brown Box)
          
        
      ",https://www.chewy.com/comfortis-chewable-tablets-dogs-601/dp/172968,"
              $107.34
            ","
              $112.99
            ","
							
						",25
Terumo,"
        
          
          
          
            ,
             3cc Luerlock Syringes with 22 Gauge Needles, 1 inch, 100 count
          
        
      ",https://www.chewy.com/terumo-3cc-luerlock-syringes-22-gauge/dp/184407,"
              $18.05
            ","
              $19.00
            ","
							
						",7
Animax,"
        
          
          
          
            ,
             Ointment for Dogs & Cats, 30-mL
          
        
      ",https://www.chewy.com/animax-ointment-dogs-cats-30-ml/dp/173386,,"
              $12.99
            ","
							
						",18
EnteDerm,"
        
          
          
          
            ,
             Topical Ointment for Dogs & Cats, 30-mL
          
        
      ",https://www.chewy.com/entederm-topical-ointment-dogs-cats/dp/173501,"
              $10.44
            ","
              $10.99
            ","
							
						",31
PancrePlus,"
        
          
          
          
            ,
             Tablets for Dogs & Cats, 425-mg, 1 tablet
          
        
      ",https://www.chewy.com/pancreplus-tablets-dogs-cats-425-mg-1/dp/173683,"
              $0.14
            ","
              $0.15
            ","
							
						",4
Neo-Poly-Dex,"
        
          
          
          
            ,
             (Generic) Ophthalmic Ointment, 3.5-g
          
        
      ",https://www.chewy.com/neo-poly-dex-generic-ophthalmic/dp/173656,"
              $12.34
            ","
              $12.99
            ","
							
						",
Sileo,"
        
          
          
          
            ,
             Oromucosal Gel for Dogs, 0.09 mg/mL, 3 mL
          
        
      ",https://www.chewy.com/sileo-oromucosal-gel-dogs-009-mgml-3/dp/173139,,"
              $26.99
            ","
							
						",57
Advantage Multi,"
        
          
          
          
            ,
             Topical Solution for Dogs, 3-9 lbs, 6 treatments (Green Box)
          
        
      ",https://www.chewy.com/advantage-multi-topical-solution-dogs/dp/173157,"
              $107.49
            ","
              $113.15
            ","
							
                $127.74
              
						",18
RenaPlus,"
        
          
          
          
            ,
             (Potassium Gluconate) Oral Gel for Dogs & Cats, 5-oz
          
        
      ",https://www.chewy.com/renaplus-potassium-gluconate-oral-gel/dp/173717,,"
              $8.99
            ","
							
						",2
Fluconazole,"
        
          
          
          
            ,
             (Generic) Tablets, 200-mg, 1 tablet
          
        
      ",https://www.chewy.com/fluconazole-generic-tablets-200-mg-1/dp/173514,"
              $0.95
            ","
              $1.00
            ","
							
						",
KetoChlor,"
        
          
          
          
            ,
             Medicated Shampoo for Dogs & Cats, 16-oz bottle
          
        
      ",https://www.chewy.com/ketochlor-medicated-shampoo-dogs-cats/dp/173269,"
              $37.66
            ","
              $39.64
            ","
							
						",21
Chlorpheniramine,"
        
          
          
          
            ,
             Maleate (Generic) Tablets, 4-mg, 1 tablet
          
        
      ",https://www.chewy.com/chlorpheniramine-maleate-generic/dp/173432,"
              $0.01
            ","
              $0.01
            ","
							
                $0.04
              
						",2
K-BroVet,"
        
          
          
          
            ,
             Oral Solution for Dogs, 250 mg/mL, 300 mL (10-oz)
          
        
      ",https://www.chewy.com/k-brovet-oral-solution-dogs-250-mgml/dp/175676,,"
              $37.99
            ","
							
						",10
Prednisolone,"
        
          
          
          
            ,
             Acetate (Generic) Ophthalmic Suspension 1%, 5-mL
          
        
      ",https://www.chewy.com/prednisolone-acetate-generic/dp/173689,"
              $45.59
            ","
              $47.99
            ","
							
						",3
VetOne,"
        
          
          
          
            ,
             Pet Piller for Dogs & Cats, 12 count
          
        
      ",https://www.chewy.com/vetone-pet-piller-dogs-cats-12-count/dp/204481,,"
              $20.45
            ","
							
						",15
Baxter,"
        
          
          
          
            ,
             Solution Set with Duo Vent Spike (Y-Injection) 104-in, 10 Drops per mL
          
        
      ",https://www.chewy.com/baxter-solution-set-duo-vent-spike-y/dp/204477,"
              $4.70
            ","
              $4.95
            ","
							
						",4
Carprofen,"
        
          
          
          
            ,
             (Generic to Rimadyl, Novox, Vetprofen) Chewable Tablets for Dogs, 25 mg, 1 chewable t…
          
        
      ",https://www.chewy.com/carprofen-generic-to-rimadyl-novox/dp/284892,"
              $0.52
            ","
              $0.55
            ","
							
						",1
Posatex,"
        
          
          
          
            ,
             Otic Suspension for Dogs, 15-g
          
        
      ",https://www.chewy.com/posatex-otic-suspension-dogs-15-g/dp/172934,,"
              $47.59
            ","
							
						",19
CheckUp,"
        
          
          
          
            ,
             Diabetes Detection Glucose Urine Dog & Cat Testing Strips, 50 count
          
        
      ",https://www.chewy.com/checkup-diabetes-detection-glucose/dp/212354,,"
              $14.95
            ","
							
						",8
Famotidine,"
        
          
          
          
            ,
             (Generic) Tablets, 10-mg, 1 tablet
          
        
      ",https://www.chewy.com/famotidine-generic-tablets-10-mg-1/dp/173509,"
              $0.17
            ","
              $0.18
            ","
							
						",2
Furosemide,"
        
          
          
          
            ,
             (Generic) Syrup for Dogs, 10 mg/mL, 60-cc
          
        
      ",https://www.chewy.com/furosemide-generic-syrup-dogs-10-mgml/dp/195732,"
              $9.02
            ","
              $9.49
            ","
							
                $11.46
              
						",9
Pimobendan Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 1.5-mg, 1 Capsule
          
        
      ",https://www.chewy.com/pimobendan-compounded-capsule-dogs/dp/272578,"
              $0.79
            ","
              $0.83
            ","
							
                $0.93
              
						",1
Bravecto,"
        
          
          
          
            ,
             Plus Topical Solution for Cats, >13.8-27.5 lbs, 1 treatment (Purple Box)
          
        
      ",https://www.chewy.com/bravecto-plus-topical-solution-cats/dp/241133,,"
              $39.85
            ","
							
						",2
Metoclopramide,"
        
          
          
          
            ,
             (Generic) Tablets, 10-mg, 1 tablet
          
        
      ",https://www.chewy.com/metoclopramide-generic-tablets-10-mg/dp/173638,"
              $0.06
            ","
              $0.06
            ","
							
						",2
Tresaderm,"
        
          
          
          
            ,
             Topical Solution for Dogs & Cats, 7.5-mL
          
        
      ",https://www.chewy.com/tresaderm-topical-solution-dogs-cats/dp/173260,"
              $21.37
            ","
              $22.49
            ","
							
						",42
Ofloxacin,"
        
          
          
          
            ,
             (Generic) Ophthalmic Solution 0.3%, 10-mL
          
        
      ",https://www.chewy.com/ofloxacin-generic-ophthalmic-solution/dp/173678,"
              $13.29
            ","
              $13.99
            ","
							
						",2
Malaseb,"
        
          
          
          
            ,
             Shampoo, 16 oz
          
        
      ",https://www.chewy.com/malaseb-shampoo-16-oz/dp/264504,"
              $23.15
            ","
              $24.37
            ","
							
						",1
Quellin,"
        
          
          
          
            ,
             (Carprofen) Soft Chews for Dogs, 100-mg, Bottle of 30 soft chews
          
        
      ",https://www.chewy.com/quellin-carprofen-soft-chews-dogs-100/dp/281781,"
              $37.04
            ","
              $38.99
            ","
							
						",36
Neo-Predef,"
        
          
          
          
            ,
             with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g
          
        
      ",https://www.chewy.com/neo-predef-tetracaine-topical-powder/dp/173660,,"
              $25.73
            ","
							
						",30
Dynarex,"
        
          
          
          
            ,
             Hypodermic Thin Wall 20 Gauge Needles, 1 Inch, 100 count
          
        
      ",https://www.chewy.com/dynarex-hypodermic-thin-wall-20-gauge/dp/202110,"
              $10.84
            ","
              $11.41
            ","
							
						",22
PanaKare Plus,"
        
          
          
          
            ,
             Powder for Dogs & Cats, 12-oz
          
        
      ",https://www.chewy.com/panakare-plus-powder-dogs-cats-12-oz/dp/204745,,"
              $108.99
            ","
							
						",4
Sotalol,"
        
          
          
          
            ,
             HCl (Generic) Tablets, 80-mg, 1 tablet
          
        
      ",https://www.chewy.com/sotalol-hcl-generic-tablets-80-mg-1/dp/173730,"
              $0.11
            ","
              $0.12
            ","
							
						",
Advantage Multi,"
        
          
          
          
            ,
             Topical Solution for Dogs, 88.1-110 lbs, 6 treatments (Brown Box)
          
        
      ",https://www.chewy.com/advantage-multi-topical-solution-dogs/dp/173165,"
              $107.49
            ","
              $113.15
            ","
							
                $127.74
              
						",11
Baytril,"
        
          
          
          
            ,
             (Enrofloxacin / Silver Sulfadiazine) Otic Solution for Dogs, 15-mL
          
        
      ",https://www.chewy.com/baytril-enrofloxacin-silver/dp/173174,"
              $14.24
            ","
              $14.99
            ","
							
						",1
Veraflox,"
        
          
          
          
            ,
             Oral Suspension for Cats, 25 mg/mL, 15-mL
          
        
      ",https://www.chewy.com/veraflox-oral-suspension-cats-25-mgml/dp/173773,"
              $27.47
            ","
              $28.92
            ","
							
						",11
Clindamycin,"
        
          
          
          
            ,
             HCl (Generic) Oral Drops for Dogs & Cats, 25 mg/mL, 20-mL
          
        
      ",https://www.chewy.com/clindamycin-hcl-generic-oral-drops/dp/173452,"
              $8.70
            ","
              $9.16
            ","
							
						",2
Iverhart Max,"
        
          
          
          
            ,
             Soft Chew 25.1-50 lbs, 6 treatments (Green Box)
          
        
      ",https://www.chewy.com/iverhart-max-soft-chew-251-50-lbs-6/dp/181628,"
              $42.40
            ","
              $44.63
            ","
							
						",5
Pentoxifylline,"
        
          
          
          
            ,
             ER (Generic) Tablets, 400-mg, 1 tablet
          
        
      ",https://www.chewy.com/pentoxifylline-er-generic-tablets-400/dp/204991,"
              $0.12
            ","
              $0.13
            ","
							
						",
UltiCare,"
        
          
          
          
            ,
             UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in 1/2 Unit Markings, 0.3-cc, 100…
          
        
      ",https://www.chewy.com/ulticare-ultiguard-safe-pack-insulin/dp/206402,"
              $27.23
            ","
              $28.66
            ","
							
						",8
Lantus,"
        
          
          
          
            ,
             Insulin U-100, 10-mL
          
        
      ",https://www.chewy.com/lantus-insulin-u-100-10-ml/dp/196103,"
              $289.08
            ","
              $304.30
            ","
							
						",2
Semintra,"
        
          
          
          
            ,
             Oral Solution for Cats, 10 mg/mL, 35-mL
          
        
      ",https://www.chewy.com/semintra-oral-solution-cats-10-mgml/dp/190778,"
              $106.39
            ","
              $111.99
            ","
							
						",3
Acepromazine,"
        
          
          
          
            ,
             Maleate (Generic) Tablets for Dogs, 25-mg, 1 tablet
          
        
      ",https://www.chewy.com/acepromazine-maleate-generic-tablets/dp/173355,"
              $0.41
            ","
              $0.43
            ","
							
						",13
Zeniquin,"
        
          
          
          
            ,
             Tablets for Dogs & Cats, 25-mg, 1 tablet
          
        
      ",https://www.chewy.com/zeniquin-tablets-dogs-cats-25-mg-1/dp/173148,,"
              $1.83
            ","
							
						",16
Thyro-L,"
        
          
          
          
            ,
             Powder for Horses, 1-lb
          
        
      ",https://www.chewy.com/thyro-l-powder-horses-1-lb/dp/173753,"
              $22.68
            ","
              $23.87
            ","
							
						",1
Otomax,"
        
          
          
          
            ,
             (Gentamicin / Betamethasone / Clotrimazole) Otic Ointment for Dogs, 15-g
          
        
      ",https://www.chewy.com/otomax-gentamicin-betamethasone/dp/172927,,"
              $34.59
            ","
							
						",19
Normosol-R,"
        
          
          
          
            ,
             Electrolyte Injection Solution, 1000-mL
          
        
      ",https://www.chewy.com/normosol-r-electrolyte-injection/dp/173676,"
              $9.49
            ","
              $9.99
            ","
							
						",5
Clavamox,"
        
          
          
          
            ,
             (Amoxicillin / Clavulanate Potassium) Chewable Tablets for Dogs & Cats, 375-mg, 1 tabl…
          
        
      ",https://www.chewy.com/clavamox-amoxicillin-clavulanate/dp/177258,,"
              $2.70
            ","
							
						",35
Epizyme,"
        
          
          
          
            ,
             Powder for Dogs & Cats, 12-oz
          
        
      ",https://www.chewy.com/epizyme-powder-dogs-cats-12-oz/dp/173505,"
              $99.74
            ","
              $104.99
            ","
							
						",2
Iverhart Max,"
        
          
          
          
            ,
             Soft Chew 12.1-25 lbs, 6 treatment (Blue Box)
          
        
      ",https://www.chewy.com/iverhart-max-soft-chew-121-25-lbs-6/dp/181626,"
              $33.61
            ","
              $35.38
            ","
							
                $39.00
              
						",7
Dee,"
        
          
          
          
            ,
             Pet Piller for Dogs & Cats, 1 count
          
        
      ",https://www.chewy.com/dee-pet-piller-dogs-cats-1-count/dp/204574,,"
              $2.98
            ","
							
						",19
